,hotelID,keywords1,keywords2,keywords3,sentiscore
2098,13411, Great hotel. , loved it,,0.43200000000000005
2099,832,snacks,water view,,0.4842105263157894
2100,83106,issue,mixed drink,,0.5295
2101,7085,hot tub minor ,Pizza,,0.48666666666666664
2102,1263,wife,way,,0.5794999999999999
2103,2454,key card,bill,,0.41846153846153844
2104,3797,elevator,soda,,0.5335000000000001
2105,11166,Clean rooms,Pool,,0.5700000000000001
2106,22449,weekend,hours tea coffee,,0.4295
2107,23206,YO bottle of Jameson,negative feelings,,0.4323529411764706
2108,68313,mixed drink,cold,,0.4033333333333333
2109,77629,wife,way,,0.5419999999999999
2110,6413,beds,elevator,,0.4715789473684211
2111,11755,soda,odor,,0.45499999999999996
2112,28210,force,Strong smell,,0.5000000000000001
2113,65769,noise,not well ,,0.32
2114,74120,mixed drink,cold,,0.41600000000000004
2115,101901,wife,way,,0.403
2116,123882,beds,elevator,,0.93
2117,14499,soda,odor,,0.5868421052631579
2118,20615,force,Strong smell,,0.509
2119,43492,noise,not well ,,0.479
2120,74641,issue,disappointment All,,0.4709999999999999
2121,124040,hours tea coffee,,,0.4972222222222222
2122,3323,Hospitality room,hot tub minor ,,0.01
2123,24584,water view,wife,,0.5980000000000001
2124,41381,mixed drink,hot tub minor ,,0.5542105263157894
2125,118677,Pizza,wife,,0.4800000000000001
2126,7532,way,key card,,0.3871428571428571
2127,12135,bill,elevator,,0.5365
2128,23636,soda,,,0.4805
2129,126950,late service,not recommend,,0.5331578947368422
2130,26314, Great hotel. , loved it,,0.5195
2131,26915,snacks,water view,,0.55
2132,9545,issue,mixed drink,,0.5020000000000001
2133,54703,beer,,,0.5170000000000001
2134,24573,weekend,,,0.4166666666666667
2135,6047,bad beer,,,0.5726315789473685
2136,10049,nice perk,dam kids,,0.4505263157894737
2137,11859,Clean rooms,Pool,,0.45444444444444443
2138,13609,floor guests,good food hot,,0.5015
2139,24074,floor guests,negative feelings,,0.48555555555555546
2140,63,noise,YO bottle of Jameson,,0.5388888888888889
2141,12025,snacks,water view,,0.48050000000000004
2142,13476,issue,mixed drink,,0.6088888888888888
2143,18475,hot tub minor ,margharita sweey,,0.11
2144,25137,wife,way,,0.4125
2145,1442,key card,bill,,0.5519999999999999
2146,26509,elevator,soda,,0.5715
2147,77552,Clean rooms,Pool,,0.38249999999999995
2148,10922,weekend,hours tea coffee,,0.4133333333333334
2149,18156,YO bottle of Jameson,negative feelings,,0.5249999999999999
2150,19381,mixed drink,cold,,0.4731578947368421
2151,7268,wife,way,,0.45999999999999985
2152,8041,beds,elevator,,0.554
2153,8337,soda,odor,,0.5414999999999999
2154,14107,force,Strong smell,,0.5142105263157895
2155,17913,noise,not well ,,0.497
2156,21458,issue,disappointment All,,0.4678947368421053
2157,118792,hours tea coffee,,,0.46900000000000003
2158,758,Hospitality room,hot tub minor ,,0.44449999999999995
2159,8596,water view,wife,,0.55
2160,83464,mixed drink,hot tub minor ,,0.5171428571428571
2161,27522,Pizza,wife,,0.3914999999999999
2162,54859,way,key card,,0.4033333333333333
2163,127209,bill,elevator,,0.42363636363636364
2164,5410,soda,,,0.51
2165,17873,late service,not recommend,,0.4505
2166,42717, Great hotel. , loved it,,0.5210526315789474
2167,2659,snacks,water view,,0.5255555555555556
2168,3025,issue,mixed drink,,0.39299999999999996
2169,9284,hot tub minor ,Pizza,,0.378
2170,17975,wife,way,,0.35
2171,42535,key card,bill,,0.4555555555555555
2172,120670,elevator,soda,,0.49352941176470594
2173,123495,Clean rooms,Pool,,0.5990000000000001
2174,9632,weekend,hours tea coffee,,0.5309999999999999
2175,84521,YO bottle of Jameson,negative feelings,,0.442
2176,61124,mixed drink,cold,,0.5700000000000001
2177,6344,wife,way,,0.514
2178,8668,beds,elevator,,0.6005000000000001
2179,18018,soda,odor,,0.5665
2180,154,force,Strong smell,,0.5525
2181,1474,noise,not well ,,0.3963157894736842
2182,2040,mixed drink,cold,,0.38111111111111107
2183,15439,wife,way,,0.558888888888889
2184,18294,beds,elevator,,0.54
2185,55905,soda,odor,,0.3831578947368421
2186,15716,force,Strong smell,,0.42526315789473684
2187,25168,noise,not well ,,0.6385
2188,40779,issue,disappointment All,,0.4689473684210526
2189,42833,hours tea coffee,,,0.51
2190,53376,Hospitality room,hot tub minor ,,0.646
2191,115963,water view,wife,,0.41150000000000003
2192,4817,mixed drink,hot tub minor ,,0.571
2193,7173,Pizza,wife,,0.5264999999999999
2194,17434,way,key card,,0.5720000000000001
2195,54612,bill,elevator,,0.5866666666666667
2196,19338,soda,,,0.672
2197,20103,late service,not recommend,,0.5155555555555555
2198,24694, Great hotel. , loved it,,0.5327777777777778
2199,67769,snacks,water view,,0.4615
2200,3326,issue,mixed drink,,0.46947368421052643
2201,3535,beer,,,0.5080000000000001
2202,7281,weekend,,,0.4205263157894736
2203,18059,bad beer,,,0.6333333333333333
2204,26588,nice perk,dam kids,,0.6242857142857143
2205,8799,Clean rooms,Pool,,0.4136842105263159
2206,11522,floor guests,good food hot,,0.6084210526315791
2207,25237,floor guests,negative feelings,,0.4910526315789473
2208,43368,noise,YO bottle of Jameson,,0.45249999999999996
2209,52829,snacks,water view,,0.4965
2210,54930,issue,mixed drink,,0.27
2211,596,hot tub minor ,margharita sweey,,0.44999999999999996
2212,3356,wife,way,,0.45176470588235296
2213,8228,key card,bill,,0.44999999999999996
2214,9186,elevator,soda,,0.40099999999999997
2215,9350,Clean rooms,Pool,,0.5657894736842105
2216,10136,weekend,hours tea coffee,,0.4770588235294118
2217,11854,YO bottle of Jameson,negative feelings,,0.4925
2218,16015,mixed drink,cold,,0.5473684210526315
2219,41676,wife,way,,0.6340000000000001
2220,83638,beds,elevator,,0.355
2221,12183,soda,odor,,0.5726315789473684
2222,118766,force,Strong smell,,0.52
2223,9169,noise,not well ,,0.48850000000000005
2224,11524,issue,disappointment All,,0.4715
2225,20937,hours tea coffee,,,0.5205555555555557
2226,25887,Hospitality room,hot tub minor ,,0.5958823529411765
2227,44027,water view,wife,,0.23
2228,5164,mixed drink,hot tub minor ,,0.4733333333333334
2229,24853,Pizza,wife,,0.5171428571428571
2230,24987,way,key card,,0.4835
2231,54363,bill,elevator,,0.525
2232,75715,soda,,,0.45368421052631586
2233,98896,late service,not recommend,,0.45785714285714285
2234,108783, Great hotel. , loved it,,0.44749999999999995
2235,5505,snacks,water view,,0.5155000000000002
2236,16467,issue,mixed drink,,0.6100000000000001
2237,8558,hot tub minor ,Pizza,,0.5810000000000001
2238,8676,wife,way,,0.544
2239,50820,key card,bill,,0.35
2240,17845,elevator,soda,,0.4583333333333334
2241,13377,Clean rooms,Pool,,0.45947368421052626
2242,34683,weekend,hours tea coffee,,0.5715789473684211
2243,58201,YO bottle of Jameson,negative feelings,,0.493
2244,62432,mixed drink,cold,,0.63
2245,63256,wife,way,,0.01
2246,67570,beds,elevator,,0.4565
2247,14778,soda,odor,,0.755
2248,57103,force,Strong smell,,0.458
2249,20563,noise,not well ,,0.4828571428571428
2250,126567,mixed drink,cold,,0.5375000000000001
2251,109,wife,way,,0.4589999999999999
2252,1949,beds,elevator,,0.48500000000000004
2253,9318,soda,odor,,0.388
2254,28517,force,Strong smell,,0.4052631578947368
2255,73342,noise,not well ,,0.81
2256,10372,issue,disappointment All,,0.5294736842105263
2257,13200,hours tea coffee,,,0.599
2258,18325,Hospitality room,hot tub minor ,,0.5645
2259,21583,water view,wife,,0.4525
2260,25528,mixed drink,hot tub minor ,,0.46900000000000014
2261,28616,Pizza,wife,,0.45500000000000007
2262,48543,way,key card,,0.4766666666666667
2263,84252,bill,elevator,,0.479
2264,854,soda,,,0.6326315789473685
2265,5327,late service,not recommend,,0.438
2266,8146, Great hotel. , loved it,,0.6633333333333333
2267,50973,snacks,water view,,0.5619999999999999
2268,1709,issue,mixed drink,,0.46449999999999997
2269,15868,beer,,,0.4122222222222222
2270,17653,weekend,,,0.5265000000000001
2271,23072,bad beer,,,0.34421052631578947
2272,52945,nice perk,dam kids,,0.4725
2273,68310,Clean rooms,Pool,,0.4130000000000001
2274,116565,floor guests,good food hot,,0.5405
2275,2979,floor guests,negative feelings,,0.52
2276,5710,noise,YO bottle of Jameson,,0.49399999999999994
2277,9052,snacks,water view,,0.595
2278,20362,issue,mixed drink,,0.5073684210526316
2279,24311,hot tub minor ,margharita sweey,,0.30588235294117644
2280,27817,wife,way,,0.51
2281,68517,key card,bill,,0.49499999999999994
2282,719,elevator,soda,,0.4357894736842105
2283,5780,Clean rooms,Pool,,0.4125
2284,40649,weekend,hours tea coffee,,0.47850000000000004
2285,20436,YO bottle of Jameson,negative feelings,,0.6459999999999999
2286,21628,mixed drink,cold,,0.4194736842105263
2287,62311,wife,way,,0.419090909090909
2288,3277,beds,elevator,,0.5509999999999999
2289,11609,soda,odor,,0.48187499999999994
2290,14747,force,Strong smell,,0.48200000000000004
2291,16882,noise,not well ,,0.4025
2292,18783,issue,disappointment All,,0.586
2293,23541,hours tea coffee,,,0.567
2294,24663,Hospitality room,hot tub minor ,,0.47750000000000004
2295,24815,water view,wife,,0.541578947368421
2296,34127,mixed drink,hot tub minor ,,0.5238888888888888
2297,67692,Pizza,wife,,0.4352631578947368
2298,2774,way,key card,,0.505
2299,15596,bill,elevator,,0.5808333333333334
2300,2078,soda,,,0.5454999999999999
2301,5008,late service,not recommend,,0.6460000000000001
2302,12273, Great hotel. , loved it,,0.5536842105263157
2303,14056,snacks,water view,,0.5800000000000001
2304,22695,issue,mixed drink,,0.5345
2305,42030,hot tub minor ,Pizza,,0.48049999999999987
2306,22456,wife,way,,0.4438888888888888
2307,21839,key card,bill,,0.46937500000000004
2308,22106,elevator,soda,,0.5042105263157894
2309,101697,Clean rooms,Pool,,0.5766666666666667
2310,119588,weekend,hours tea coffee,,0.5055
2311,124483,YO bottle of Jameson,negative feelings,,0.526
2312,8184,mixed drink,cold,,0.48299999999999993
2313,34354,wife,way,,0.5275
2314,50789,beds,elevator,,0.4715
2315,129280,soda,odor,,0.4175
2316,19613,force,Strong smell,,0.484375
2317,24775,noise,not well ,,0.48999999999999994
2318,8140,mixed drink,cold,,0.49888888888888894
2319,13952,wife,way,,0.5954545454545455
2320,60049,beds,elevator,,0.6083333333333333
2321,3994,soda,odor,,0.65
2322,16690,force,Strong smell,,0.5490000000000002
2323,25820,noise,not well ,,0.5370000000000001
2324,27595,issue,disappointment All,,0.4549999999999999
2325,53706,hours tea coffee,,,0.08
2326,56454,Hospitality room,hot tub minor ,,0.4744444444444445
2327,2180,water view,wife,,0.6208333333333335
2328,9038,mixed drink,hot tub minor ,,0.561
2329,14983,Pizza,wife,,0.5494736842105264
2330,21848,way,key card,,0.4931578947368422
2331,97708,bill,elevator,,0.625
2332,41654,soda,,,0.465
2333,42364,late service,not recommend,,0.3765
2334,3234, Great hotel. , loved it,,0.5147368421052633
2335,24552,snacks,water view,,0.466
2336,26263,issue,mixed drink,,0.6307692307692307
2337,7695,beer,,,0.63
2338,11126,weekend,,,0.6039999999999999
2339,15762,bad beer,,,0.6125
2340,15793,nice perk,dam kids,,0.664736842105263
2341,43586,Clean rooms,Pool,,0.4421052631578948
2342,10242,floor guests,good food hot,,0.46894736842105256
2343,45875,floor guests,negative feelings,,0.5375
2344,50432,noise,YO bottle of Jameson,,0.32499999999999996
2345,122895,snacks,water view,,0.5235000000000001
2346,8645,issue,mixed drink,,0.38333333333333336
2347,40263,hot tub minor ,margharita sweey,,0.34800000000000003
2348,4569,wife,way,,0.4736363636363637
2349,20214,key card,bill,,0.74
2350,22265,elevator,soda,,0.478125
2351,40627,Clean rooms,Pool,,0.45894736842105255
2352,43175,weekend,hours tea coffee,,0.36449999999999994
2353,48251,YO bottle of Jameson,negative feelings,,0.6399999999999999
2354,65927,mixed drink,cold,,0.47666666666666674
2355,67066,wife,way,,0.5678947368421052
2356,42519,beds,elevator,,0.584
2357,10717,soda,odor,,0.4710000000000001
2358,12609,force,Strong smell,,0.48850000000000005
2359,1435,noise,not well ,,0.538421052631579
2360,40385,issue,disappointment All,,0.64
2361,49792,hours tea coffee,,,0.5445
2362,62743,Hospitality room,hot tub minor ,,0.4041176470588235
2363,82783,water view,wife,,0.5575
2364,21607,mixed drink,hot tub minor ,,0.6264999999999998
2365,23668,Pizza,wife,,0.6040000000000001
2366,132,way,key card,,0.5235000000000001
2367,5060,bill,elevator,,0.645
2368,26418,soda,,,0.4560000000000001
2369,50662,late service,not recommend,,0.5800000000000001
2370,4202, Great hotel. , loved it,,0.4577777777777778
2371,4649,snacks,water view,,0.522
2372,28306,issue,mixed drink,,0.5605263157894737
2373,41228,hot tub minor ,Pizza,,0.44263157894736854
2374,51025,wife,way,,0.5257894736842106
2375,76135,key card,bill,,0.29
2376,84416,elevator,soda,,0.40263157894736845
2377,9676,Clean rooms,Pool,,0.4830000000000001
2378,13368,weekend,hours tea coffee,,0.5557894736842105
2379,24164,YO bottle of Jameson,negative feelings,,0.55
2380,42926,mixed drink,cold,,0.4934999999999999
2381,46221,wife,way,,0.16199999999999998
2382,84736,beds,elevator,,0.5283333333333334
2383,117112,soda,odor,,0.4729411764705883
2384,1463,force,Strong smell,,0.5055555555555555
2385,8100,noise,not well ,,0.52125
2386,22394,mixed drink,cold,,0.5599999999999999
2387,28149,wife,way,,0.4629999999999999
2388,34421,beds,elevator,,0.5016666666666667
2389,66696,soda,odor,,0.49849999999999994
2390,13232,force,Strong smell,,0.46473684210526317
2391,41071,noise,not well ,,0.40449999999999997
2392,50094,issue,disappointment All,,0.4725
2393,13934,hours tea coffee,,,0.40684210526315784
2394,67968,Hospitality room,hot tub minor ,,0.5545
2395,621,water view,wife,,0.4375
2396,6379,mixed drink,hot tub minor ,,0.5785000000000001
2397,10511,Pizza,wife,,0.6
2398,67957,way,key card,,0.6084999999999999
2399,79247,bill,elevator,,0.5605
2400,3286,soda,,,0.4385
2401,5883,late service,not recommend,,0.4489473684210526
2402,14875, Great hotel. , loved it,,0.5399999999999999
2403,22928,snacks,water view,,0.45999999999999996
2404,67669,issue,mixed drink,,0.546
2405,68613,beer,,,0.504
2406,108214,weekend,,,0.39705882352941174
2407,13484,bad beer,,,0.5005
2408,26613,nice perk,dam kids,,0.41473684210526307
2409,23517,Clean rooms,Pool,,0.48142857142857143
2410,27140,floor guests,good food hot,,0.484
2411,13323,floor guests,negative feelings,,0.44049999999999995
2412,67428,noise,YO bottle of Jameson,,0.5674999999999999
2413,18065,snacks,water view,,0.574
2414,27276,issue,mixed drink,,0.524
2415,82224,hot tub minor ,margharita sweey,,0.542
2416,120706,wife,way,,0.6134999999999999
2417,13298,key card,bill,,0.500625
2418,15177,elevator,soda,,0.4044444444444445
2419,23781,Clean rooms,Pool,,0.4072222222222222
2420,8149,weekend,hours tea coffee,,0.435
2421,1139,YO bottle of Jameson,negative feelings,,0.4752941176470588
2422,25784,mixed drink,cold,,0.45499999999999996
2423,15662,wife,way,,0.5445
2424,40630,beds,elevator,,0.49684210526315786
2425,8280,soda,odor,,0.5857894736842105
2426,14974,force,Strong smell,,0.3873333333333333
2427,15541,noise,not well ,,0.42923076923076925
2428,74062,issue,disappointment All,,0.4779999999999999
2429,11297,hours tea coffee,,,0.44749999999999995
2430,12005,Hospitality room,hot tub minor ,,0.44842105263157894
2431,17642,water view,wife,,0.47700000000000004
2432,7345,mixed drink,hot tub minor ,,0.44399999999999995
2433,19162,Pizza,wife,,0.5266666666666667
2434,19353,way,key card,,0.6885714285714285
2435,606,bill,elevator,,0.5368421052631579
2436,20981,soda,,,0.4975
2437,25683,late service,not recommend,,0.42000000000000004
2438,43458, Great hotel. , loved it,,0.39363636363636356
2439,74835,snacks,water view,,0.5465
2440,126594,issue,mixed drink,,0.42368421052631583
2441,14391,hot tub minor ,Pizza,,0.5780000000000001
2442,46971,wife,way,,0.45363636363636367
2443,12173,key card,bill,,0.512
2444,21182,elevator,soda,,0.5381818181818182
2445,11631,Clean rooms,Pool,,0.13
2446,51087,weekend,hours tea coffee,,0.48947368421052634
2447,22001,YO bottle of Jameson,negative feelings,,0.5549999999999999
2448,3438,mixed drink,cold,,0.4144444444444445
2449,13902,wife,way,,0.5410526315789473
2450,22173,beds,elevator,,0.63
2451,34227,soda,odor,,0.5683333333333332
2452,10544,force,Strong smell,,0.5726315789473685
2453,26571,noise,not well ,,0.5221052631578946
2454,715,mixed drink,cold,,0.48
2455,2959,wife,way,,0.506
2456,3394,beds,elevator,,0.4175000000000001
2457,21362,soda,odor,,0.37052631578947365
2458,21946,force,Strong smell,,0.4710526315789472
2459,74283,noise,not well ,,0.4894736842105263
2460,117971,issue,disappointment All,,0.5488888888888888
2461,120509,hours tea coffee,,,0.5519999999999999
2462,1817,Hospitality room,hot tub minor ,,0.5269999999999999
2463,20531,water view,wife,,0.662
2464,81641,mixed drink,hot tub minor ,,0.7433333333333333
2465,20993,Pizza,wife,,0.39899999999999997
2466,7620,way,key card,,0.539
2467,4812,bill,elevator,,0.5542105263157895
2468,4882,soda,,,0.4755
2469,13518,late service,not recommend,,0.455
2470,12878, Great hotel. , loved it,,0.479
2471,17569,snacks,water view,,0.5415
2472,36785,issue,mixed drink,,0.5900000000000001
2473,730,beer,,,0.653
2474,9403,weekend,,,0.5475000000000001
2475,23077,bad beer,,,0.5099999999999999
2476,27063,nice perk,dam kids,,0.509
2477,42215,Clean rooms,Pool,,0.6090000000000001
2478,44570,floor guests,good food hot,,0.49349999999999994
2479,84018,floor guests,negative feelings,,0.6174999999999999
2480,104192,noise,YO bottle of Jameson,,0.49349999999999994
2481,114895,snacks,water view,,0.95
2482,129096,issue,mixed drink,,0.5015
2483,5513,hot tub minor ,margharita sweey,,0.6679999999999999
2484,8050,wife,way,,0.61
2485,17734,key card,bill,,0.49800000000000005
2486,21769,elevator,soda,,0.5647368421052631
2487,27885,Clean rooms,Pool,,0.4310526315789474
2488,50413,weekend,hours tea coffee,,0.41647058823529404
2489,67560,YO bottle of Jameson,negative feelings,,0.99
2490,67698,mixed drink,cold,,0.538
2491,12672,wife,way,,0.491
2492,17641,beds,elevator,,0.47105263157894744
2493,41902,soda,odor,,0.526
2494,47605,force,Strong smell,,0.4575
2495,7693,noise,not well ,,0.5011111111111112
2496,22711,issue,disappointment All,,0.5452631578947368
2497,23284,hours tea coffee,,,0.4988235294117647
2498,47033,Hospitality room,hot tub minor ,,0.41222222222222216
2499,3556,water view,wife,,0.5647368421052631
2500,14944,mixed drink,hot tub minor ,,0.5678947368421053
2501,12887,Pizza,wife,,0.679
2502,1543,way,key card,,0.43473684210526314
2503,17715,bill,elevator,,0.495
2504,18637,soda,,,0.5575
2505,18771,late service,not recommend,,0.5935714285714285
2506,20260, Great hotel. , loved it,,0.5515
2507,25580,snacks,water view,,0.49800000000000005
2508,28652,issue,mixed drink,,0.5170000000000001
2509,43031,hot tub minor ,Pizza,,0.4365
2510,106636,wife,way,,0.62125
2511,10723,key card,bill,,0.61
2512,14136,elevator,soda,,0.5077777777777777
2513,15998,Clean rooms,Pool,,0.5227777777777777
2514,18893,weekend,hours tea coffee,,0.96
2515,27339,YO bottle of Jameson,negative feelings,,0.36
2516,12976,mixed drink,cold,,0.4965
2517,15501,wife,way,,0.4790000000000001
2518,9977,beds,elevator,,0.4424999999999999
2519,10241,soda,odor,,0.581111111111111
2520,13501,force,Strong smell,,0.5061111111111111
2521,13549,noise,not well ,,0.5314999999999999
2522,26857,mixed drink,cold,,0.4157894736842105
2523,40387,wife,way,,0.4875
2524,8312,beds,elevator,,0.4277777777777778
2525,84341,soda,odor,,0.94
2526,14126,force,Strong smell,,0.5088235294117647
2527,54961,noise,not well ,,0.49000000000000005
2528,10368,issue,disappointment All,,0.41900000000000004
2529,83162,hours tea coffee,,,0.39631578947368423
2530,11974,Hospitality room,hot tub minor ,,0.3725
2531,16118,water view,wife,,0.5361111111111111
2532,24168,mixed drink,hot tub minor ,,0.484
2533,41366,Pizza,wife,,0.472
2534,48019,way,key card,,0.515
2535,116041,bill,elevator,,0.40611111111111114
2536,8704,soda,,,0.4910000000000001
2537,11585,late service,not recommend,,0.49
2538,17852, Great hotel. , loved it,,0.5035000000000001
2539,19840,snacks,water view,,0.6749999999999999
2540,22080,issue,mixed drink,,0.542
2541,26100,beer,,,0.4609090909090909
2542,50332,weekend,,,0.4994117647058824
2543,6202,bad beer,,,0.527
2544,26269,nice perk,dam kids,,0.4652631578947368
2545,15342,Clean rooms,Pool,,0.35875
2546,54098,floor guests,good food hot,,0.45099999999999996
2547,11569,floor guests,negative feelings,,0.5100000000000001
2548,27700,noise,YO bottle of Jameson,,0.4755
2549,40325,snacks,water view,,0.3915789473684211
2550,14241,issue,mixed drink,,0.4794736842105264
2551,15406,hot tub minor ,margharita sweey,,0.4694736842105263
2552,20833,wife,way,,0.5055
2553,21692,key card,bill,,0.5165
2554,42740,elevator,soda,,0.49049999999999994
2555,79427,Clean rooms,Pool,,0.5594736842105265
2556,123380,weekend,hours tea coffee,,0.655
2557,640,YO bottle of Jameson,negative feelings,,0.47850000000000004
2558,9128,mixed drink,cold,,0.5373684210526315
2559,40027,wife,way,,1.0
2560,55011,beds,elevator,,0.4794999999999998
2561,77643,soda,odor,,0.5799999999999998
2562,15571,force,Strong smell,,0.6559999999999999
2563,17344,noise,not well ,,0.507222222222222
2564,40709,issue,disappointment All,,0.5021052631578948
2565,57098,hours tea coffee,,,0.44875
2566,24005,Hospitality room,hot tub minor ,,0.511
2567,26041,water view,wife,,0.5347368421052631
2568,41047,mixed drink,hot tub minor ,,0.4490000000000001
2569,20611,Pizza,wife,,0.4650000000000001
2570,24903,way,key card,,0.44499999999999995
2571,25526,bill,elevator,,0.4147368421052631
2572,351,soda,,,0.41578947368421054
2573,8563,late service,not recommend,,0.4535
2574,34375, Great hotel. , loved it,,0.406
2575,5760,snacks,water view,,0.5911764705882352
2576,17673,issue,mixed drink,,0.81
2577,84549,hot tub minor ,Pizza,,0.3135
2578,12401,wife,way,,0.5266666666666668
2579,16391,key card,bill,,0.5388235294117647
2580,16551,elevator,soda,,0.46684210526315806
2581,20403,Clean rooms,Pool,,0.4535
2582,8455,weekend,hours tea coffee,,0.5910000000000001
2583,124142,YO bottle of Jameson,negative feelings,,0.46
2584,28336,mixed drink,cold,,0.565
2585,83373,wife,way,,0.81
2586,67739,beds,elevator,,0.53
2587,85064,soda,odor,,0.4784999999999999
2588,7380,force,Strong smell,,0.518
2589,3513,noise,not well ,,0.72
2590,7596,mixed drink,cold,,0.5347368421052633
2591,7719,wife,way,,0.4625
2592,16370,beds,elevator,,0.49058823529411777
2593,40751,soda,odor,,0.4215
2594,55007,force,Strong smell,,0.48812500000000003
2595,11175,noise,not well ,,0.5864705882352941
2596,12179,issue,disappointment All,,0.36388888888888893
2597,13685,hours tea coffee,,,0.38933333333333336
2598,15856,Hospitality room,hot tub minor ,,0.5733333333333334
2599,22767,water view,wife,,0.31687499999999996
2600,64350,mixed drink,hot tub minor ,,0.47666666666666674
2601,64967,Pizza,wife,,0.02
2602,26651,way,key card,,0.611
2603,63400,bill,elevator,,0.5539999999999998
2604,65345,soda,,,0.6384210526315789
2605,23708,late service,not recommend,,0.5255
2606,28381, Great hotel. , loved it,,0.45599999999999996
2607,119346,snacks,water view,,0.5026315789473684
2608,124088,issue,mixed drink,,0.5745000000000001
2609,15557,beer,,,0.5250000000000001
2610,18760,weekend,,,0.4910000000000001
2611,20633,bad beer,,,0.4544999999999999
2612,20659,nice perk,dam kids,,0.5855
2613,24637,Clean rooms,Pool,,0.47454545454545455
2614,11668,floor guests,good food hot,,0.6040000000000002
2615,14729,floor guests,negative feelings,,0.528
2616,53572,noise,YO bottle of Jameson,,0.4149999999999999
2617,118958,snacks,water view,,0.3845
2618,4745,issue,mixed drink,,0.4983333333333333
2619,21255,hot tub minor ,margharita sweey,,0.5635
2620,5205,wife,way,,0.43842105263157893
2621,14444,key card,bill,,0.4605
2622,18838,elevator,soda,,0.43473684210526314
2623,26763,Clean rooms,Pool,,0.5663636363636364
2624,34435,weekend,hours tea coffee,,0.5547368421052631
2625,78186,YO bottle of Jameson,negative feelings,,0.3973684210526316
2626,10681,mixed drink,cold,,0.6157142857142857
2627,13398,wife,way,,0.7050000000000001
2628,14643,beds,elevator,,0.4615
2629,21231,soda,odor,,0.4689473684210526
2630,27952,force,Strong smell,,0.44368421052631585
2631,84311,noise,not well ,,0.48850000000000005
2632,41873,issue,disappointment All,,0.4033333333333333
2633,2198,hours tea coffee,,,0.4445
2634,1015,Hospitality room,hot tub minor ,,0.564
2635,40898,water view,wife,,0.3461111111111112
2636,8756,mixed drink,hot tub minor ,,0.5740000000000001
2637,25960,Pizza,wife,,0.5665
2638,27690,way,key card,,0.49000000000000005
2639,34695,bill,elevator,,0.47111111111111104
2640,40960,soda,,,0.4415
2641,9813,late service,not recommend,,0.23
2642,10438, Great hotel. , loved it,,0.421
2643,2841,snacks,water view,,0.5473333333333331
2644,19588,issue,mixed drink,,0.5657894736842104
2645,9367,hot tub minor ,Pizza,,0.5155555555555557
2646,14424,wife,way,,0.4774999999999999
2647,110994,key card,bill,,0.458
2648,12088,elevator,soda,,0.4294999999999999
2649,22550,Clean rooms,Pool,,0.48200000000000004
2650,25382,weekend,hours tea coffee,,0.5231578947368422
2651,8999,YO bottle of Jameson,negative feelings,,0.48736842105263156
2652,15607,mixed drink,cold,,0.5226315789473684
2653,25268,wife,way,,0.51
2654,41014,beds,elevator,,0.38250000000000006
2655,9959,soda,odor,,0.48210526315789476
2656,834,force,Strong smell,,0.33
2657,16668,noise,not well ,,0.4566666666666667
2658,9257,mixed drink,cold,,0.446
2659,10617,wife,way,,0.43099999999999994
2660,22154,beds,elevator,,0.4505
2661,43312,soda,odor,,0.4314999999999999
2662,1021,force,Strong smell,,0.93
2663,8242,noise,not well ,,0.4384210526315789
2664,10336,issue,disappointment All,,0.4892857142857143
2665,19688,hours tea coffee,,,0.49850000000000005
2666,849,Hospitality room,hot tub minor ,,0.4840000000000001
2667,9469,water view,wife,,0.5705263157894737
2668,52879,mixed drink,hot tub minor ,,0.4
2669,61135,Pizza,wife,,0.5622222222222221
2670,112841,way,key card,,0.455
2671,7308,bill,elevator,,0.5305263157894737
2672,13450,soda,,,0.4405
2673,84621,late service,not recommend,,0.502
2674,115565, Great hotel. , loved it,,0.5875
2675,17436,snacks,water view,,0.5863157894736842
2676,22510,issue,mixed drink,,0.5529411764705882
2677,26618,beer,,,0.3175
2678,14496,weekend,,,0.556
2679,34110,bad beer,,,0.4242105263157896
2680,66204,nice perk,dam kids,,0.51
2681,84269,Clean rooms,Pool,,0.45444444444444443
2682,5453,floor guests,good food hot,,0.6980000000000001
2683,6523,floor guests,negative feelings,,0.4795
2684,78590,noise,YO bottle of Jameson,,0.35
2685,22851,snacks,water view,,0.521578947368421
2686,26787,issue,mixed drink,,0.41
2687,124356,hot tub minor ,margharita sweey,,0.5515
2688,1077,wife,way,,0.555
2689,23740,key card,bill,,0.434
2690,40747,elevator,soda,,0.46950000000000003
2691,66023,Clean rooms,Pool,,0.4473684210526316
2692,10927,weekend,hours tea coffee,,0.6090000000000001
2693,13784,YO bottle of Jameson,negative feelings,,0.564
2694,16892,mixed drink,cold,,0.6044444444444443
2695,19780,wife,way,,0.5114285714285715
2696,26881,beds,elevator,,0.47850000000000004
2697,46448,soda,odor,,0.43666666666666665
2698,78585,force,Strong smell,,0.5730000000000001
2699,129324,noise,not well ,,0.5650000000000001
2700,3754,issue,disappointment All,,0.43473684210526314
2701,23256,hours tea coffee,,,0.4875000000000001
2702,62868,Hospitality room,hot tub minor ,,0.434
2703,17560,water view,wife,,0.5866666666666668
2704,24462,mixed drink,hot tub minor ,,0.509
2705,58664,Pizza,wife,,0.5616666666666666
2706,42378,way,key card,,0.4626315789473683
2707,110851,bill,elevator,,0.31
