channel,hotel_country,hotel_market,is_mobile,is_package,is_booking
1,50,1011,1,0,3
1,50,1012,7,0,14
1,50,1015,15,1,39
1,50,1018,5,1,8
1,50,1019,0,0,3
1,50,1021,1,0,8
1,50,1025,1,1,0
1,50,1027,0,0,1
1,50,1028,2,0,2
1,50,1030,5,0,22
1,50,1031,1,0,1
1,50,1035,1,0,3
1,50,1042,8,2,19
1,50,1048,2,0,13
1,50,1051,1,0,1
1,50,1052,3,0,8
1,50,1053,1,0,7
1,50,1054,6,0,10
1,50,1055,2,0,4
1,50,1056,6,0,10
1,50,1057,2,0,7
1,50,1058,7,0,15
1,50,1059,6,0,7
1,50,1061,0,0,8
1,50,1062,2,0,4
1,50,1063,0,0,5
1,50,1069,1,0,1
1,50,1071,0,0,3
1,50,1076,3,0,6
1,50,1077,6,0,18
1,50,1082,3,0,10
1,50,1087,2,0,5
1,50,1090,0,0,4
1,50,1094,1,0,5
1,50,1097,2,0,1
1,50,1098,3,0,1
1,50,1099,1,0,6
1,50,1100,1,1,3
1,50,1101,7,0,10
1,50,1102,0,1,1
1,50,1103,2,0,4
1,50,1104,0,0,0
1,50,1105,0,0,1
1,50,1107,4,1,12
1,50,1110,3,0,5
1,50,1111,2,0,7
1,50,1112,2,0,7
1,50,1116,5,0,13
1,50,1118,3,0,5
1,50,1119,4,0,5
1,50,1120,1,0,5
1,50,1121,1,0,6
1,50,1122,2,0,4
1,50,1123,0,0,2
1,50,1124,3,0,3
1,50,1125,2,0,4
1,50,1126,1,0,10
1,50,1127,1,0,2
1,50,1133,3,0,6
1,50,1134,2,0,3
1,50,1138,1,0,4
1,50,1139,2,0,4
1,50,1140,2,0,0
1,50,1141,5,0,8
1,50,1142,2,0,4
1,50,1143,5,0,3
1,50,1144,0,0,13
1,50,1145,4,0,6
1,50,1147,1,0,4
1,50,1148,3,0,10
1,50,1149,3,0,5
1,50,1154,3,0,4
1,50,1155,4,1,5
1,50,1157,1,0,5
1,50,1158,2,0,11
1,50,1168,6,1,8
1,50,1169,4,0,6
1,50,1170,2,0,10
1,50,1171,2,1,9
1,50,1172,3,0,4
1,50,1173,1,0,0
1,50,1174,4,0,12
1,50,1179,25,0,57
1,50,1180,7,0,13
1,50,1181,6,0,14
1,50,1184,0,0,0
1,50,1185,5,2,10
1,50,1186,0,0,1
1,50,1187,2,0,6
1,50,1191,8,0,25
1,50,1203,12,0,25
1,50,1230,177,98,549
1,50,1235,39,8,83
1,50,1241,41,9,159
1,50,1249,3,1,13
1,50,1250,5,0,7
1,50,1253,1,0,3
1,50,1261,5,1,8
1,50,1262,6,0,11
1,50,1263,6,0,14
1,50,1264,0,0,5
1,50,1265,4,0,14
1,50,1266,7,0,12
1,50,1267,3,0,3
1,50,1268,3,0,3
1,50,1269,2,0,3
1,50,1270,2,0,7
1,50,1271,6,0,9
1,50,1279,1,1,6
1,50,1282,0,0,3
1,50,1283,1,0,1
1,50,1284,1,0,8
1,50,1286,4,0,16
1,50,1287,2,0,2
1,50,1290,2,0,7
1,50,1291,4,0,5
1,50,1292,0,0,0
1,50,1294,8,0,8
1,50,1295,4,0,12
1,50,1296,4,1,10
1,50,1297,1,0,1
1,50,1298,2,1,12
1,50,1299,1,2,3
1,50,1300,4,0,10
1,50,1301,4,0,5
1,50,1304,4,0,9
1,50,1305,5,0,13
1,50,1306,4,0,11
1,50,1309,9,0,14
1,50,1310,1,0,1
1,50,1311,4,0,4
1,50,1317,1,0,2
1,50,1320,0,0,1
1,50,1321,4,0,9
1,50,1325,2,0,2
1,50,1328,1,0,2
1,50,1330,2,0,3
1,50,1331,4,1,10
1,50,1332,5,0,7
1,50,1333,1,0,3
1,50,1334,2,0,0
1,50,1335,3,0,4
1,50,1336,0,0,5
1,50,1337,10,0,27
1,50,1338,4,0,5
1,50,1339,4,0,7
1,50,1340,0,0,1
1,50,1341,0,0,1
1,50,1342,2,0,3
1,50,1343,2,0,1
1,50,1344,1,0,3
1,50,1346,0,0,2
1,50,1347,1,0,2
1,50,1349,0,0,1
1,50,1350,0,0,3
1,50,1351,1,0,5
1,50,1352,1,0,0
1,50,1354,1,0,0
1,50,1355,3,0,5
1,50,1356,1,0,1
1,50,1359,3,0,3
1,50,1360,2,1,7
1,50,1361,2,0,7
1,50,1362,2,0,2
1,50,1363,3,0,6
1,50,1365,1,0,3
1,50,1366,0,0,1
1,50,1367,1,0,0
1,50,1368,0,0,1
1,50,1369,0,0,3
1,50,1372,2,0,1
1,50,1375,2,0,5
1,50,1378,1,0,6
1,50,1379,1,0,0
1,50,1380,1,0,1
1,50,1442,6,0,13
1,50,1457,50,27,122
1,50,1507,17,1,40
1,50,1510,0,0,0
1,50,1513,4,0,3
1,50,1515,1,0,7
1,50,1516,3,0,9
1,50,1519,14,4,37
1,50,1527,0,0,1
1,50,1529,15,4,39
1,50,1538,2,2,20
1,50,1544,5,0,4
1,50,1546,11,0,23
1,50,1553,6,1,14
1,50,1560,9,0,19
1,50,1628,6,1,20
1,50,1629,3,1,17
1,50,1630,8,0,14
1,50,1631,2,0,6
1,50,1632,30,2,77
1,50,1633,20,0,48
1,50,1634,21,1,60
1,50,1637,12,1,25
1,50,1639,1,0,8
1,50,1640,1,0,2
1,50,1641,5,0,9
1,50,1642,3,1,9
1,50,1643,0,1,7
1,50,1644,3,0,2
1,50,1645,3,0,8
1,50,1646,8,0,18
1,50,1648,0,0,1
1,50,1649,9,0,19
1,50,1650,10,0,28
1,50,1651,0,0,1
1,50,1652,0,0,2
1,50,1653,1,0,3
1,50,1654,6,0,9
1,50,1655,0,0,2
1,50,1656,5,0,16
1,50,1658,6,0,12
1,50,1662,0,0,3
1,50,1664,4,0,11
1,50,1666,1,0,7
1,50,1669,4,0,9
1,50,1672,3,0,12
1,50,1673,5,0,12
1,50,1675,17,1,34
1,50,2117,2,0,9
1,51,197,16,25,29
1,51,1509,45,71,93
1,52,202,6,17,23
1,53,1936,0,1,2
1,54,1285,0,1,2
1,55,2079,0,1,1
1,57,172,2,1,4
1,58,33,2,8,15
1,58,1009,0,0,0
1,60,1554,0,1,2
1,61,198,0,1,3
1,63,934,27,8,47
1,63,939,3,1,7
1,63,959,1,0,4
1,63,962,24,5,67
1,63,966,16,11,42
1,63,974,7,5,39
1,63,978,4,0,5
1,63,995,0,0,1
1,63,1001,7,3,13
1,63,1002,1,0,1
1,63,1005,1,0,1
1,63,1022,3,0,6
1,63,1023,29,27,69
1,63,1024,1,0,2
1,63,1026,4,0,5
1,63,1029,8,0,12
1,63,1045,11,8,23
1,63,1050,4,0,5
1,63,1083,10,0,16
1,63,1108,67,37,192
1,63,1128,0,0,3
1,63,1146,9,0,11
1,63,1156,3,1,5
1,63,1160,3,0,4
1,63,1161,0,0,0
1,63,1162,3,1,4
1,63,1163,2,0,3
1,63,1193,28,3,49
1,63,1196,4,7,7
1,63,1201,2,0,4
1,63,1202,1,0,5
1,63,1247,1,0,2
1,63,1248,5,0,7
1,63,1251,0,0,2
1,63,1252,0,0,0
1,63,1254,1,0,0
1,63,1256,11,2,26
1,63,1258,83,42,211
1,63,1272,5,0,10
1,63,1288,3,0,9
1,63,1302,1,0,5
1,63,1303,4,2,9
1,63,1406,0,0,1
1,63,1412,2,0,2
1,63,1427,2,0,5
1,63,1428,1,0,1
1,63,1429,4,2,3
1,63,1430,4,0,10
1,63,1431,3,0,3
1,63,1432,2,0,2
1,63,1458,3,0,5
1,63,1459,0,0,0
1,63,1460,2,0,2
1,63,1471,2,1,1
1,63,1472,2,0,2
1,63,1473,3,0,7
1,63,1487,1,0,3
1,63,1488,2,0,3
1,63,1489,6,0,9
1,63,1542,0,0,1
1,63,1586,3,0,9
1,63,1592,7,0,12
1,63,1596,4,0,9
1,63,1676,0,0,3
1,63,1677,1,0,1
1,63,1678,1,0,0
1,63,1679,0,0,1
1,63,1680,0,0,4
1,63,1681,0,0,0
1,63,1682,2,0,3
1,63,1683,1,0,1
1,63,1684,0,0,0
1,63,1685,1,0,5
1,63,1686,1,0,1
1,63,1687,2,0,5
1,63,1688,4,0,4
1,64,1414,5,1,10
1,64,1725,0,1,6
1,64,1726,0,0,0
1,65,805,0,0,1
1,66,1014,1,0,2
1,67,203,4,12,9
1,68,275,69,122,219
1,68,279,1,0,1
1,68,280,1,2,3
1,68,282,1,0,0
1,68,284,2,0,7
1,68,285,0,0,1
1,68,286,0,0,1
1,68,288,2,0,4
1,68,289,0,0,5
1,68,290,2,0,6
1,68,291,1,0,4
1,68,292,0,1,11
1,68,293,3,4,12
1,68,295,0,0,0
1,68,296,0,0,7
1,68,1435,0,0,0
1,68,1724,1,0,6
1,70,10,21,24,85
1,70,19,149,197,617
1,70,133,8,4,31
1,70,134,15,8,51
1,70,135,11,2,29
1,70,233,3,7,10
1,70,303,10,10,22
1,70,306,5,1,13
1,70,307,9,0,14
1,70,308,4,1,6
1,70,309,9,0,29
1,70,310,6,0,15
1,70,311,1,0,3
1,70,312,6,0,21
1,70,761,10,0,20
1,70,762,4,0,7
1,70,763,0,0,5
1,70,764,2,0,6
1,70,766,4,0,11
1,70,767,2,0,11
1,70,768,3,0,12
1,70,1495,1,0,2
1,70,1901,5,0,10
1,70,1902,1,0,5
1,70,1903,7,0,8
1,70,1904,5,0,7
1,70,1905,9,1,15
1,70,1906,1,0,3
1,70,1907,2,0,8
1,70,1908,6,0,29
1,70,1909,3,0,14
1,70,1910,4,0,8
1,70,1911,3,0,7
1,70,1912,6,0,16
1,70,1913,2,0,11
1,70,1914,2,0,9
1,70,1915,8,0,14
1,70,1919,2,0,13
1,70,1921,3,0,8
1,70,1922,5,0,5
1,70,1923,2,0,5
1,70,1924,2,0,3
1,70,1925,3,2,17
1,70,1926,2,0,15
1,70,1927,1,0,4
1,70,1928,1,0,2
1,70,1929,8,0,13
1,70,1930,7,0,15
1,70,1931,7,0,20
1,71,102,6,1,11
1,72,1246,0,0,1
1,72,1753,1,0,4
1,72,2107,6,4,9
1,73,804,0,1,0
1,73,1712,0,1,1
1,73,1715,0,0,4
1,73,1722,0,0,2
1,74,1888,0,0,1
1,75,161,1,0,3
1,76,1537,0,0,2
1,77,2,81,171,280
1,77,6,9,39,33
1,77,20,48,68,155
1,77,21,9,12,28
1,77,132,15,28,51
1,77,154,11,3,26
1,77,217,4,8,10
1,77,218,2,0,4
1,77,219,1,4,9
1,77,222,14,68,50
1,77,223,3,1,6
1,77,774,12,34,39
1,77,1399,1,9,6
1,77,1410,5,25,22
1,77,1422,8,14,19
1,77,1423,0,1,0
1,77,1424,3,4,4
1,77,1440,1,1,2
1,77,1441,0,4,4
1,77,1453,1,17,12
1,77,1454,3,14,9
1,77,1482,10,18,18
1,77,1499,0,1,2
1,77,1876,0,0,1
1,77,1877,2,0,6
1,77,1878,2,0,7
1,77,1880,3,5,18
1,77,1881,0,0,0
1,77,1882,3,4,28
1,77,1883,3,0,2
1,77,1884,1,0,8
1,77,1885,3,0,9
1,77,1887,5,0,9
1,77,1888,1,0,1
1,77,1889,0,1,1
1,77,1890,1,0,9
1,77,1891,0,0,0
1,77,1892,1,0,2
1,77,1895,0,2,6
1,77,1896,2,0,2
1,77,1897,1,0,3
1,77,1898,0,0,2
1,77,1900,4,2,10
1,78,1205,0,0,2
1,79,16,7,17,38
1,79,227,0,0,1
1,79,248,2,0,5
1,79,270,0,0,1
1,79,271,0,0,3
1,79,793,0,0,0
1,79,1588,0,0,1
1,80,204,6,24,22
1,81,194,1,0,0
1,82,228,25,29,63
1,82,229,2,1,7
1,82,230,27,24,85
1,82,231,5,7,17
1,82,328,2,0,4
1,82,329,1,1,13
1,82,821,4,1,5
1,82,1117,0,0,3
1,82,1293,1,0,0
1,83,173,1,0,0
1,84,1937,0,2,5
1,84,2103,1,3,4
1,87,58,8,28,24
1,88,1032,19,39,65
1,89,811,2,1,10
1,91,1188,1,0,0
1,92,168,4,2,11
1,93,2082,1,0,2
1,93,2083,1,0,1
1,93,2085,11,7,25
1,93,2086,13,11,32
1,93,2087,0,0,2
1,93,2088,0,0,1
1,93,2089,2,0,1
1,96,201,7,53,32
1,98,2049,1,0,3
1,98,2050,1,1,7
1,98,2051,0,0,2
1,98,2052,1,0,4
1,98,2053,0,0,2
1,98,2054,5,8,34
1,98,2055,3,0,2
1,98,2056,2,0,3
1,99,47,18,18,76
1,99,54,0,0,0
1,99,77,1,1,1
1,99,88,20,26,103
1,99,95,1,0,5
1,99,349,0,0,2
1,99,806,0,0,0
1,99,980,1,0,2
1,99,982,3,0,5
1,99,1000,1,1,5
1,99,1004,0,0,3
1,99,1016,0,0,1
1,99,1033,4,7,29
1,99,1034,0,0,0
1,99,1038,2,0,10
1,99,1040,1,0,4
1,99,1046,0,0,1
1,99,1066,0,0,1
1,99,1081,0,0,2
1,99,1084,0,0,2
1,99,1132,0,0,0
1,99,1151,0,0,3
1,99,1198,0,0,9
1,99,1199,0,0,1
1,99,1207,0,1,1
1,99,1208,0,1,4
1,99,1209,0,0,1
1,99,1212,1,0,0
1,99,1214,0,0,2
1,99,1216,0,0,3
1,99,1217,0,0,2
1,99,1220,0,0,1
1,99,1221,1,0,0
1,99,1224,0,0,0
1,99,1225,1,0,2
1,99,1231,0,0,1
1,99,1237,0,0,1
1,99,1238,0,0,2
1,99,1239,3,3,30
1,99,1257,0,0,4
1,99,1307,0,0,0
1,99,1308,0,0,2
1,99,1312,1,1,7
1,99,1313,2,2,6
1,99,1314,0,0,0
1,99,1318,1,1,3
1,99,1319,0,0,2
1,100,796,0,0,3
1,100,1433,2,2,3
1,100,1446,11,10,21
1,100,1474,5,9,11
1,100,1536,0,1,3
1,101,1714,0,0,0
1,102,1522,0,1,4
1,103,1932,1,1,3
1,104,41,0,0,3
1,104,42,0,0,2
1,104,45,3,2,8
1,104,51,1,2,11
1,104,60,5,2,13
1,104,63,0,0,4
1,104,64,1,1,7
1,104,67,1,1,9
1,104,71,0,0,0
1,104,76,8,6,32
1,104,84,1,0,2
1,104,96,0,0,3
1,104,149,0,0,0
1,104,321,1,0,2
1,104,324,0,0,1
1,104,326,0,0,0
1,104,327,0,0,0
1,104,940,0,0,0
1,104,987,3,0,5
1,104,1003,9,3,44
1,104,1067,0,0,1
1,104,1079,2,0,5
1,104,1080,0,0,0
1,104,1093,2,0,2
1,104,1129,1,0,1
1,104,1130,0,0,1
1,104,1178,0,0,0
1,104,1273,0,0,0
1,104,1276,0,0,1
1,104,1278,0,1,2
1,104,1280,0,0,1
1,104,1403,0,0,2
1,104,1404,0,0,1
1,104,1469,0,0,1
1,104,1470,0,0,1
1,104,1483,0,0,0
1,104,1539,0,0,1
1,104,1550,0,0,1
1,104,1562,0,0,1
1,104,1576,0,0,1
1,104,1605,0,0,1
1,104,1607,0,0,1
1,104,1610,1,0,1
1,104,1612,2,0,8
1,104,1692,1,0,0
1,104,1693,1,0,0
1,104,1695,0,0,1
1,104,1699,0,0,0
1,105,12,41,36,135
1,105,22,45,31,158
1,105,29,85,176,333
1,105,35,48,62,144
1,105,769,1,1,7
1,105,770,12,11,41
1,105,771,3,10,21
1,105,772,2,3,10
1,105,808,10,3,17
1,105,809,11,6,32
1,105,810,7,2,29
1,105,888,1,0,2
1,105,889,5,5,13
1,105,890,4,0,15
1,105,891,5,0,5
1,105,892,4,0,6
1,105,916,2,0,4
1,105,917,4,1,6
1,105,918,2,1,6
1,105,919,7,1,26
1,105,920,0,0,3
1,105,921,0,0,3
1,105,924,0,1,1
1,105,942,1,1,5
1,105,977,1,1,6
1,105,1204,0,1,0
1,105,1243,2,0,0
1,105,1409,6,5,19
1,105,1497,3,0,13
1,105,1498,0,1,5
1,105,1533,1,1,11
1,105,1778,0,0,0
1,105,1803,0,0,2
1,105,1804,0,0,1
1,105,1807,2,1,2
1,105,1808,8,8,25
1,105,1809,0,0,2
1,105,1811,0,0,0
1,105,1812,0,0,1
1,105,1814,0,0,4
1,105,1815,0,0,0
1,105,1816,0,0,0
1,105,1817,1,0,7
1,105,1818,1,0,2
1,105,1819,0,0,2
1,105,1820,1,0,4
1,105,1821,0,0,3
1,105,1822,2,0,3
1,105,1827,1,0,3
1,105,1830,1,0,1
1,105,1833,0,0,0
1,105,1834,5,0,7
1,105,1835,1,0,3
1,105,1836,1,0,1
1,105,1837,1,0,4
1,105,1839,0,0,1
1,105,1840,1,0,3
1,105,1841,0,0,1
1,105,1844,0,1,6
1,105,1845,1,0,7
1,105,1846,5,2,14
1,105,1847,0,0,3
1,105,1848,0,0,0
1,105,1849,9,4,21
1,105,1850,2,0,4
1,105,1852,0,1,4
1,105,1853,0,1,4
1,105,1854,7,3,27
1,105,1855,0,1,3
1,105,1856,0,0,2
1,105,1857,1,0,3
1,105,1858,0,0,4
1,105,1859,3,9,13
1,105,1860,0,1,6
1,105,1861,2,0,4
1,105,1862,1,1,3
1,105,1863,0,0,0
1,105,1864,0,0,2
1,105,1865,2,0,5
1,105,1866,2,0,1
1,105,1867,1,0,9
1,105,1868,3,6,9
1,105,1869,8,7,28
1,105,1870,0,0,0
1,105,1871,3,1,16
1,105,1873,3,0,15
1,105,1874,0,0,5
1,106,106,26,1,99
1,106,107,71,51,250
1,106,108,41,17,157
1,106,136,38,28,97
1,106,144,6,0,18
1,106,156,13,2,34
1,106,160,8,0,29
1,106,255,3,0,22
1,106,330,5,0,17
1,106,331,16,10,61
1,106,332,4,0,17
1,106,333,2,0,1
1,106,753,6,3,30
1,106,754,2,0,6
1,106,755,0,0,6
1,106,756,16,10,53
1,106,757,1,0,7
1,106,758,2,1,4
1,106,759,2,3,8
1,106,778,2,0,7
1,106,779,2,0,6
1,106,780,0,0,1
1,106,781,6,0,7
1,106,782,3,0,4
1,106,783,1,0,12
1,106,784,0,0,3
1,106,1078,1,0,17
1,106,1702,0,0,1
1,106,1703,3,0,4
1,106,1704,0,0,2
1,107,36,38,72,132
1,107,186,11,4,43
1,107,234,0,0,2
1,107,822,2,1,8
1,108,1568,3,1,11
1,110,72,19,9,45
1,111,244,10,39,33
1,112,146,3,3,9
1,114,1113,0,1,3
1,115,159,2,6,10
1,116,314,1,0,1
1,118,200,2,12,8
1,119,2057,0,0,2
1,119,2058,0,0,1
1,119,2059,1,1,1
1,119,2060,8,6,26
1,119,2061,0,0,1
1,119,2062,4,2,6
1,119,2063,6,13,27
1,119,2064,0,0,1
1,119,2065,6,3,14
1,119,2067,0,1,0
1,119,2068,0,1,4
1,119,2069,0,0,1
1,119,2070,0,0,2
1,121,199,6,26,18
1,122,1462,3,4,5
1,124,1938,0,0,3
1,124,1939,4,7,30
1,124,1941,1,0,1
1,124,1942,0,0,2
1,124,1943,2,0,3
1,124,1944,0,0,0
1,124,1945,2,1,1
1,124,1946,1,2,6
1,124,1950,0,0,0
1,124,1951,0,1,1
1,124,1952,0,0,0
1,124,1953,0,0,0
1,125,177,3,3,7
1,126,232,124,119,288
1,126,262,6,1,20
1,126,263,1,1,8
1,126,264,22,9,58
1,126,265,0,1,7
1,126,266,10,2,35
1,126,752,1,0,1
1,126,797,2,0,7
1,126,815,2,0,4
1,127,141,4,8,15
1,127,1281,0,0,9
1,128,195,1,7,9
1,128,1400,5,13,15
1,128,1455,7,31,26
1,128,1559,0,5,6
1,129,103,7,2,13
1,130,66,19,8,33
1,130,90,6,1,19
1,130,91,74,125,265
1,130,92,3,2,12
1,130,1074,1,1,1
1,130,1260,0,0,2
1,130,1381,0,0,1
1,130,1383,1,0,2
1,130,1384,2,0,4
1,130,1385,2,0,6
1,130,1386,1,0,4
1,130,1387,3,1,5
1,130,1388,1,0,4
1,130,1706,6,3,14
1,131,167,4,1,6
1,132,74,2,15,12
1,133,1215,0,0,0
1,135,276,2,0,11
1,135,277,7,4,30
1,135,278,33,39,121
1,135,281,3,0,7
1,135,294,3,0,8
1,135,1543,1,0,3
1,135,1557,1,0,7
1,136,196,3,21,14
1,137,2090,0,0,1
1,137,2092,1,1,4
1,137,2093,0,1,0
1,139,803,1,2,4
1,140,59,4,6,9
1,141,335,1,0,1
1,141,1195,3,8,30
1,141,1240,23,25,54
1,142,1711,0,0,1
1,143,178,1,1,2
1,144,4,36,112,174
1,144,7,9,7,45
1,144,13,21,15,112
1,144,15,17,20,54
1,144,24,37,48,164
1,144,777,5,2,12
1,144,1013,2,0,8
1,144,1020,5,3,17
1,144,1041,0,0,1
1,144,1159,0,0,3
1,144,1226,1,3,10
1,144,1322,0,0,7
1,144,1323,3,0,20
1,144,1324,4,0,4
1,144,1326,0,0,2
1,144,1327,0,0,3
1,144,1345,1,0,8
1,144,1353,0,0,0
1,144,1364,0,0,9
1,144,1370,3,0,6
1,144,1371,0,0,3
1,144,1373,1,0,4
1,144,1374,0,0,1
1,144,1376,0,0,2
1,144,1377,2,0,6
1,144,1393,4,2,23
1,144,1398,0,1,5
1,144,1438,6,1,12
1,144,1450,8,11,37
1,144,1467,3,5,13
1,144,1496,2,1,6
1,144,1594,3,1,8
1,146,100,7,4,22
1,146,1517,17,16,46
1,146,1547,7,18,28
1,146,1548,6,2,19
1,147,143,5,6,8
1,148,1955,0,0,0
1,148,1956,0,0,1
1,148,1957,1,0,6
1,148,1958,0,0,2
1,149,803,0,0,0
1,150,2101,0,0,1
1,151,69,20,37,106
1,151,70,4,8,20
1,151,75,6,0,10
1,151,80,9,19,40
1,151,184,0,1,1
1,151,1068,4,0,11
1,151,1135,1,0,4
1,151,1189,1,1,8
1,151,1192,2,0,3
1,151,1197,0,0,4
1,151,1236,6,5,22
1,151,1389,0,2,3
1,151,1395,3,3,5
1,151,1426,1,0,4
1,151,1486,3,7,16
1,152,73,5,8,14
1,153,181,1,2,6
1,156,206,2,2,2
1,157,211,1,0,1
1,158,166,2,2,4
1,159,287,6,5,10
1,160,193,1,2,1
1,161,1579,0,3,2
1,162,336,1,0,5
1,162,338,1,0,3
1,162,997,1,0,3
1,162,998,6,9,28
1,162,1036,0,0,2
1,162,1039,13,17,66
1,162,1047,5,6,12
1,162,1049,2,3,7
1,162,1150,6,2,11
1,162,1194,4,0,1
1,162,1289,0,0,1
1,162,1490,16,26,76
1,162,1606,1,0,1
1,162,1708,1,0,4
1,162,1710,2,5,3
1,163,1503,46,208,131
1,163,1933,5,4,12
1,163,1934,2,1,2
1,163,1935,6,10,22
1,165,208,0,0,0
1,166,1091,0,1,1
1,168,1242,57,75,217
1,169,28,19,80,140
1,169,1732,1,0,5
1,169,1733,0,0,5
1,169,1735,1,0,2
1,170,11,10,27,31
1,170,313,29,92,117
1,170,773,8,8,25
1,170,1085,1,0,2
1,170,1481,3,16,14
1,170,1875,2,0,2
1,170,1879,0,0,1
1,170,1886,2,0,5
1,170,1894,1,14,17
1,170,1899,0,0,2
1,171,61,83,77,269
1,174,405,5,11,16
1,175,805,0,0,1
1,179,2095,0,0,0
1,179,2097,0,0,2
1,179,2099,0,0,0
1,180,1518,11,12,19
1,180,1525,9,0,15
1,180,1731,2,0,1
1,180,1737,0,0,1
1,180,1739,2,2,3
1,180,1742,1,0,2
1,180,1745,0,1,0
1,180,2109,0,0,1
1,180,2111,6,5,15
1,180,2113,0,1,6
1,182,46,131,151,407
1,182,52,10,20,49
1,182,53,1,2,5
1,182,62,5,1,15
1,182,68,5,14,24
1,182,79,21,8,59
1,182,81,1,2,4
1,182,82,0,0,2
1,182,83,31,68,103
1,182,86,1,0,3
1,182,148,0,0,1
1,182,179,0,0,2
1,182,252,1,0,0
1,182,316,1,0,1
1,182,795,1,0,2
1,182,800,0,3,2
1,182,801,2,1,0
1,182,802,0,0,1
1,182,1408,2,1,4
1,182,1491,0,4,3
1,182,1492,5,1,10
1,182,1493,18,15,25
1,182,1563,1,2,3
1,182,1569,0,0,1
1,182,1570,0,0,1
1,182,1584,0,0,2
1,182,1601,0,0,1
1,182,1707,2,1,4
1,184,170,0,4,3
1,185,185,1,1,1
1,186,209,2,7,13
1,187,1285,0,0,0
1,188,205,0,0,1
1,189,48,0,0,2
1,191,163,0,1,1
1,192,2080,0,0,3
1,193,99,3,6,9
1,194,1514,0,1,5
1,194,1526,1,3,3
1,194,1528,10,30,30
1,194,1555,1,0,5
1,194,1593,1,0,2
1,194,1602,0,1,1
1,194,1717,0,0,0
1,194,1718,0,0,1
1,194,1719,0,0,1
1,196,1960,0,0,1
1,196,1961,0,0,0
1,196,1962,0,0,1
1,196,1968,0,0,1
1,196,1969,0,0,1
1,196,1970,0,0,1
1,196,1973,1,1,1
1,196,1974,0,0,0
1,196,1977,0,0,2
1,196,1983,0,1,1
1,196,1984,0,0,3
1,196,1986,0,0,1
1,196,1987,1,0,2
1,196,1989,0,0,1
1,196,1990,2,0,1
1,196,1991,3,1,5
1,196,1992,0,0,0
1,196,1996,1,1,1
1,196,1999,1,0,1
1,196,2000,0,0,0
1,196,2001,0,0,0
1,196,2002,0,0,0
1,196,2005,0,0,0
1,196,2008,0,0,0
1,196,2009,0,0,0
1,196,2014,0,0,1
1,196,2015,1,0,2
1,196,2021,1,0,3
1,196,2024,0,0,1
1,196,2025,0,1,1
1,196,2026,0,0,1
1,196,2027,5,12,33
1,196,2030,1,0,2
1,196,2031,1,0,1
1,196,2034,5,3,16
1,196,2035,0,0,0
1,196,2045,0,0,0
1,196,2048,0,0,0
1,197,49,1,2,3
1,198,370,27,8,89
1,198,371,41,13,124
1,198,372,3,2,8
1,198,373,1,0,0
1,198,374,37,5,82
1,198,375,2,0,6
1,198,376,6,6,35
1,198,377,9,0,31
1,198,378,4,0,17
1,198,379,6,0,23
1,198,380,8,2,20
1,198,381,5,1,17
1,198,382,6,1,8
1,198,383,4,0,14
1,198,384,44,35,190
1,198,385,4,0,8
1,198,386,1,0,2
1,198,387,15,3,53
1,198,388,4,0,5
1,198,389,0,1,2
1,198,390,19,14,80
1,198,391,26,10,72
1,198,392,5,3,21
1,198,393,7,2,21
1,198,394,2,4,12
1,198,395,2,1,6
1,198,396,2,1,6
1,198,397,61,50,262
1,198,398,2,0,13
1,198,399,73,43,284
1,198,400,10,5,24
1,198,401,24,13,82
1,198,402,10,2,47
1,198,403,4,0,9
1,198,404,6,3,29
1,198,750,39,10,118
1,198,775,1,0,3
1,198,785,1,0,4
1,198,786,0,0,4
1,198,787,3,0,4
1,198,788,4,0,10
1,198,789,3,0,4
1,198,790,1,0,3
1,198,791,4,0,10
1,198,792,0,0,2
1,198,932,6,1,14
1,198,937,2,1,5
1,198,938,5,0,17
1,198,954,2,1,9
1,198,955,2,0,4
1,198,957,0,0,4
1,198,960,4,1,21
1,198,961,2,0,3
1,198,963,6,0,10
1,198,964,2,0,4
1,198,975,0,0,5
1,198,981,2,0,4
1,198,986,1,0,2
1,198,988,3,0,5
1,198,1006,2,0,7
1,198,1007,4,0,5
1,198,1017,1,0,1
1,198,1037,2,0,9
1,198,1095,0,0,1
1,198,1096,0,0,1
1,198,1106,1,0,2
1,198,1131,4,0,9
1,198,1136,2,0,6
1,198,1137,0,0,2
1,198,1164,3,0,8
1,198,1165,1,0,4
1,198,1167,2,0,4
1,198,1176,0,0,5
1,198,1177,5,1,14
1,198,1182,1,0,2
1,198,1190,3,0,6
1,198,1200,1,0,6
1,198,1228,2,1,10
1,198,1233,2,0,4
1,198,1234,4,0,7
1,198,1255,0,0,1
1,198,1277,4,0,14
1,198,1556,1,1,6
1,198,1590,0,0,2
1,198,1598,2,0,3
1,198,1620,1,0,4
1,198,1621,0,0,1
1,198,1622,0,0,4
1,198,1623,2,0,5
1,198,1624,2,0,8
1,198,1625,3,0,10
1,198,1626,0,0,0
1,198,1627,6,0,13
1,198,1635,0,0,6
1,198,1638,0,0,0
1,198,1647,0,0,2
1,198,1657,0,0,3
1,198,1661,1,0,3
1,198,1663,0,1,1
1,198,1665,0,0,1
1,198,1667,1,0,2
1,198,1668,3,0,12
1,198,1670,3,1,6
1,198,1671,0,0,1
1,198,1674,2,0,2
